회사명,시가총액,주식수,액면가,업종명,회사코드,현재가,전날종가,고가,저가,시가,PER,추정PER,PBR,동일업종PER,17.12매출액(억원),18.12매출액(억원),19.12매출액(억원),20예상매출액(억원),19.2Q매출액(억원),19.3Q매출액(억원),19.4Q매출액(억원),20.1Q매출액(억원),20.2Q매출액(억원),20.3Q예상매출액(억원),17.12영업이익(억원),18.12영업이익(억원),19.12영업이익(억원),20예상영업이익(억원),19.2Q영업이익(억원),19.2영업이익(억원),19.4Q영업이익(억원),20.1Q영업이익(억원),20.2Q영업이익(억원),20.3Q예상영업이익(억원),17.12당기순이익(억원),18.12당기순이익(억원),19.12당기순이익(억원),20예상당기순이익(억원),19.2Q당기순이익(억원),19.3Q당기순이익(억원),19.4Q당기순이익(억원),20.1Q당기순이익(억원),20.2Q당기순이익(억원),20.3Q예상당기순이익(억원),17.12영업이익률(%),18.12영업이익률(%),19.12영업이익률(%),20예상영업이익률(%),19.2Q영업이익률(%),19.3Q영업이익률(%),19.4Q영업이익률(%),20.1Q영업이익률(%),20.2Q영업이익률(%),20.3Q예상영업이익률(%),17.12ROE(%),18.12ROE(%),19.12ROE(%),20예상ROE(%),19.2QROE(%),19.3QROE(%),19.3QROE(%),19.4QROE(%),20.2QROE(%),20.3Q예상ROE(%),17.12부채비율(%),18.12부채비율(%),19.12부채비율(%),20예상부채비율(%),19.2Q부채비율(%),19.3Q부채비율(%),19.4Q부채비율(%),20.1Q부채비율(%),20.2Q부채비율(%),20.3Q예상부채비율(%),17.12EPS(원),18.12EPS(원),19.12EPS(원),20예상EPS(원),19.2QEPS(원),19.3QEPS(원),19.4QEPS(원),20.1QEPS(원),20.2QEPS(원),20.3Q예상EPS(원),17.12PER(배),18.12PER(배),19.12PER(배),20예상PER(배),19.2QPER(배),19.3QPER(배),19.4QPER(배),20.1QPER(배),20.2QPER(배),20.3Q예상PER(배),17.12BPS(원),18.12BPS(원),19.12BPS(원),20예상BPS(원),19.2QBPS(원),19.3QBPS(원),19.4QBPS(원),20.1QBPS(원),20.2QBPS(원),20.3Q예상BPS(원),17.12PBR(배),18.12PBR(배),19.12PBR(배),20예상PBR(배),19.2QPBR(배),19.3QPBR(배),19.4QPBR(배),20.1QPBR(배),20.2QPBR(배),20.3Q예상PBR(배),종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,거래량,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,기관,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인,외국인
동성화학,,"5,335,564","1,000",화학,'005190,"15,800","15,700","15,850","15,650","15,600",4.97,,0.66,77.78,"2,043","1,914","2,010","1,830",480,532,527,507,383,450,82,68,253,266,62,87,51,90,51,59,51,54,136,214,46,69,-18,67,65,51,4.02,3.54,12.59,14.54,12.85,16.3,9.65,17.71,13.42,13.11,5.14,5.62,11.92,,9.92,12.47,11.92,13.37,14.46,,72.29,63.05,52.39,,62.84,57.52,52.39,57.84,45.22,,979,"1,094","2,492","3,430",751,"1,035",59,985,"1,101",825,16.85,12.57,7.3,4.58,8.47,6.4,7.3,5.19,5.06,19.04,"19,259","20,023","22,194",,"21,083","22,280","22,194","22,483","23,940",,0.86,0.69,0.82,,0.8,0.75,0.82,0.65,0.67,,"15,800","15,700","15,800","15,800","15,900","15,900","16,350","16,400","16,200","16,650","16,150","16,500","16,400","16,300","16,300","16,100","16,050","16,000","15,950","16,150","8,045","22,271","13,374","14,140","43,274","42,368","7,074","9,402","32,765","30,075","73,887","35,117","25,183","4,155","7,085","8,046","10,926","2,167","12,648","4,713",-51,-10,-950,398,-6,990,-10,15,"-2,708",862,0,-15,-74,-77,"-1,214","-1,664","-4,174",-65,"-2,914","-1,517",-79,-539,125,-488,"8,808","4,177",2,875,312,366,"5,494",429,577,-185,-592,-479,-94,0,266,-235
동아에스티,,"8,443,868","5,000",제약,'170900,"93,500","94,600","94,800","94,000","93,200",9.84,,1.17,132.15,"5,550","5,674","6,123","6,240","1,516","1,617","1,562","2,013","1,116",,239,394,566,550,99,214,49,530,-94,,-54,80,709,,80,198,230,464,-89,,4.3,6.95,9.24,8.81,6.52,13.22,3.11,26.33,-8.45,,-0.92,1.38,11.58,,1.16,3.46,11.58,15.06,12.6,,54.81,63.74,56.19,,68.65,67.15,56.19,53.3,50.94,,-639,948,"8,398","4,027",948,"2,340","2,722","5,499","-1,059",,-155.87,110.18,14.17,23,122.17,33.32,14.17,6.98,9.13,,"68,875","68,658","76,538",,"71,056","73,367","76,538","82,868","79,882",,1.45,1.52,1.55,,1.43,1.15,1.55,0.97,1.09,,"93,500","94,600","93,600","93,200","94,100","95,400","92,100","91,100","91,100","96,500","97,200","98,200","98,500","99,100","101,000","101,000","102,000","107,500","105,000","96,500","28,444","34,600","24,221","22,148","22,507","34,098","20,267","27,602","54,425","42,405","61,967","29,753","50,261","60,193","41,537","46,508","54,161","75,928","174,828","59,666","-12,504","1,706","-6,674","-2,808","-1,836","3,490","-3,817",-364,"-15,733","-12,944","3,823","-3,772","-12,233","-17,555","-5,836","-2,601","3,703","18,040","34,323","11,958","-1,287",-768,"-3,229","-7,389","-5,273","4,643",-41,"1,267","3,259","7,865","4,341","1,791","-9,941","6,801","-2,517",950,669,"-6,259","-11,262",612
동아지질,,"11,500,000",500,건설,'028100,"14,650","14,300","14,800","14,600","14,500",15.13,,0.84,6.45,"3,397","3,607","3,809",,948,899,"1,021",912,682,,203,261,229,,52,48,57,29,5,,171,187,190,,40,44,46,15,5,,5.99,7.23,6.02,,5.46,5.37,5.57,3.19,0.73,,11.19,11.32,10.33,,10.18,9.43,10.33,7.78,5.84,,64.9,62.94,66.22,,62.98,73.16,66.22,69.28,66.34,,"1,487","1,630","1,656",,345,384,404,135,46,,7.87,10.52,11.56,,15.9,15.79,11.56,10.53,14.51,,"13,826","15,466","17,159",,"16,359","16,912","17,159","17,456","17,378",,0.85,1.11,1.12,,1.52,1.39,1.12,0.76,0.81,,"14,650","14,300","14,450","14,400","14,750","14,900","14,600","14,400","14,200","15,150","15,000","16,600","16,450","16,700","17,050","17,500","16,350","16,100","15,900","16,050","105,107","134,158","77,472","145,482","106,433","83,137","71,051","121,990","228,207","144,756","339,518","176,292","256,361","318,083","977,068","895,740","236,606","119,637","102,879","88,855","3,846",-13,-72,-87,283,-180,"-19,974",609,"-12,451","-4,529","-35,783","7,567","-40,046","-8,476","9,001","-30,911",-296,283,"2,554",470,"-10,674","8,670","-4,146","-26,039","-4,229","-2,517","-4,063","-5,352","5,581","2,200","51,130","10,703","1,287","13,886","-76,943","38,313","-12,790","11,517","-1,581","3,028"
동양물산,,"126,004,610",500,기계,'002900,"1,260","1,275","1,295","1,275","1,220",19.38,,1.28,-37.69,"5,283","5,899","6,174",,"1,493","1,373","1,706","1,739","1,849",,-19,-54,137,,62,4,-1,71,141,,-226,-228,52,,30,11,-42,53,92,,-0.36,-0.92,2.22,,4.18,0.31,-0.06,4.09,7.63,,-30.72,-11.73,5.07,,-3.35,-3.42,5.07,4.18,7,,393.38,457.77,327.31,,475.63,478.02,327.31,346.58,313.71,,-283,-95,54,,43,-1,-27,25,50,,-4.77,-15.94,24.11,,-33.6,-22.85,24.11,21.89,15.11,,773,842,903,,928,927,903,929,982,,1.75,1.79,1.43,,1.61,1.12,1.43,0.96,1,,"1,260","1,275","1,310","1,220","1,295","1,290","1,140","1,070","1,060","1,140","1,110","1,205","1,170","1,165","1,175","1,195","1,165","1,170","1,160","1,180","2,627,816","4,114,701","8,172,643","8,412,070","12,274,866","14,814,748","2,698,864","2,205,701","4,131,166","1,816,615","4,340,465","7,480,122","2,032,775","2,279,758","3,009,715","7,606,665","3,216,506","3,314,871","4,771,795","6,874,061","21,131",-49,"-6,573","1,194","-100,422","241,948","22,632","232,752","-7,149",871,"53,128","23,261","98,033","92,523","97,102","190,302","199,870","-17,506","-1,268","98,376","272,757","-614,692","890,759","-79,158","147,105","1,335,786","156,708","146,242","-56,491","157,757","100,566","-411,813","273,249","250,003","-10,936","-359,872","-57,403","-43,594","-529,498","174,387"
동일고무벨트,,"13,650,000",500,자동차부품,'163560,"12,850","12,550","14,900","12,350","12,200",15.98,,0.87,14.79,"2,598","2,630","2,619",,605,640,746,683,510,,67,121,144,,42,31,42,69,41,,11,103,83,,33,35,-13,67,20,,2.59,4.6,5.52,,6.91,4.79,5.62,10.12,7.97,,0.62,5.65,4.35,,6.15,6.04,4.35,6.35,5.6,,53.58,52.25,45.44,,43.52,43.86,45.44,44.11,39.58,,80,754,606,,243,259,-93,492,147,,98.59,8.22,9.09,,7.51,6.44,9.09,4.73,9.69,,"12,956","13,707","14,175",,"14,045","14,296","14,175","14,564","14,704",,0.61,0.45,0.39,,0.45,0.38,0.39,0.29,0.53,,"12,850","12,550","11,500","11,750","11,350","11,200","11,000","11,100","11,500","12,900","10,200","10,950","8,650","8,030","8,050","8,340","8,070","7,890","7,830","7,980","3,188,031","2,505,399","419,295","2,105,223","1,681,739","400,229","596,222","1,488,909","1,123,351","5,697,454","4,281,455","4,358,827","733,136","49,005","113,616","149,869","102,545","41,435","69,728","58,844","-33,052",-362,"-9,883","9,703",-756,-62,-107,-121,"-4,050","-210,509","-3,891","6,695","-1,777",-67,"-15,966","-3,026","-1,843","-2,303","-2,012",-475,"-39,389","36,349","-7,125","-16,720","-15,667","24,289","4,142","-4,249","-9,559","-30,869","-38,633","-95,197","60,266","3,966","-3,908","21,301","5,297","3,381","-1,006","8,646"
동일산업,,"2,425,215","5,000",철강,'004890,"69,400","69,500","69,500","69,000","69,000",74.78,,0.42,19.11,"3,791","3,910","3,547",,929,855,829,976,729,,235,173,-10,,20,8,-52,-2,13,,233,157,38,,25,19,-35,10,28,,6.19,4.42,-0.28,,2.2,0.98,-6.25,-0.22,1.85,,6.96,4.47,1.06,,2.29,1.89,1.06,0.55,0.63,,15.09,15.44,14.43,,14.74,14,14.43,16.45,12.08,,"9,627","6,455","1,547",,"1,032",786,"-1,434",421,"1,156",,7,9,37.44,,18.32,20.29,37.44,56.58,62.06,,"157,711","162,417","163,392",,"163,863","164,973","163,392","163,096","164,551",,0.43,0.36,0.35,,0.37,0.34,0.35,0.28,0.35,,"69,400","69,500","69,500","69,200","69,500","69,500","69,300","69,300","68,800","69,100","69,100","69,200","69,100","68,900","69,000","69,000","69,000","69,000","69,100","69,200",976,305,723,851,"1,308","3,180",999,"2,083","6,562","2,598","3,527","9,192","9,471","3,426","7,371","2,253","4,690","3,930","2,948","1,228",-14,-4,-131,-69,-101,-3,-78,-76,5,-79,20,"-7,235","-5,244","-1,038","-5,059","-1,152","-1,456",-216,"-1,489",-46,-2,-29,-269,-2,115,-135,-450,240,-154,-332,474,-9,"2,204",338,329,185,-128,-765,-135,162
동일제강,,"15,000,000",500,철강,'002690,"2,045","2,055","2,070","2,055","2,015",32.98,,0.23,19.11,"1,076","1,240","1,274",,336,316,315,301,319,,11,-3,10,,5,-5,9,-5,11,,14,1,11,,5,-3,8,-2,7,,0.98,-0.22,0.77,,1.52,-1.68,2.97,-1.71,3.42,,1.05,0.1,0.85,,0.13,0.39,0.85,0.55,0.71,,14.37,14.77,12.62,,13.84,12.52,12.62,13.41,14.62,,91,9,74,,33,-19,50,-16,47,,35.72,353.9,33.37,,264.83,80.9,33.37,30.68,31.13,,"8,754","8,726","8,703",,"8,790","8,706","8,703","8,611","8,998",,0.37,0.37,0.29,,0.34,0.31,0.29,0.17,0.22,,"2,045","2,055","2,070","2,005","2,055","1,960","1,935","1,940","1,980","2,130","2,000","2,020","2,070","1,950","1,915","1,915","1,920","1,910","1,895","1,905","53,690","90,833","157,138","91,651","588,664","73,124","79,808","126,474","389,646","2,614,977","166,416","71,193","593,027","113,007","49,509","67,293","16,898","56,984","19,736","18,590","-1,488",-204,-750,-618,"-2,112",-39,"-1,006",-943,-423,"-1,064",-29,-613,"-2,257",-141,"-1,117","-1,388",-229,-749,-745,-452,"-1,913","3,758","10,722","-7,101","28,531","16,247","-1,484","-4,495","-3,776","-5,446","-1,993","-2,777","1,387","-3,673","-1,164",220,"-1,116","3,576","-1,081","-1,028"
두올,,"27,066,680","2,500",자동차부품,'016740,"3,580","3,505","3,610","3,505","3,490",22.1,,0.66,14.79,"3,450","4,831","4,659",,"1,224","1,107","1,191","1,028","1,030",,220,307,276,,71,60,89,33,54,,142,149,131,,44,34,16,5,2,,6.39,6.35,5.93,,5.8,5.45,7.45,3.19,5.22,,9.89,9.1,7.28,,11.2,7.98,7.28,5.35,3.11,,115.22,111.41,105.75,,105.62,101.92,105.75,108.34,123.93,,457,426,366,,120,87,51,14,9,,8.91,6.71,8.59,,6.42,8.8,8.59,8.12,17.7,,"4,624","4,912","5,316",,"5,179","5,233","5,316","5,395","5,413",,0.88,0.58,0.59,,0.67,0.66,0.59,0.41,0.53,,"3,580","3,505","3,465","3,515","3,615","3,535","3,535","3,465","3,440","3,700","3,665","4,100","4,230","3,855","3,840","3,820","3,705","3,660","3,655","3,765","335,219","419,654","324,681","446,679","478,177","356,621","320,817","487,936","771,700","936,880","1,101,929","1,882,002","3,450,051","718,449","953,760","1,766,845","609,412","294,899","721,834","744,239","-3,266","27,582","-2,351",908,-17,-22,"18,799",-130,223,1,-21,"-20,721",123,-51,"-51,060","-35,938","-38,673",-398,"-5,476","-6,842","80,938","-19,440","30,052","-13,019","8,721","5,952","43,155","39,644","23,639","-3,139","29,710","-53,190","-22,259","54,431","-1,588","22,183","15,665","10,581","-50,041","3,556"
롯데푸드,,"1,131,870","5,000",식품,'002270,"307,000","304,000","308,500","304,000","303,500",4.4,,0.37,24.96,"18,186","18,108","17,880","17,741","4,664","4,776","4,188","4,092","4,406",,662,676,495,525,186,212,12,99,140,,951,425,375,657,145,153,5,68,563,,3.64,3.73,2.77,2.96,3.98,4.43,0.28,2.43,3.18,,11.82,6.31,5.4,9.06,5.66,5.16,5.4,,,,83.61,77.05,86.73,,89.5,82.42,86.73,101.35,71.32,,"72,204","37,584","33,151","58,010","12,835","13,489",461,"6,030","49,759",,7.66,18.86,12.46,5.24,17.3,13.88,12.46,,,,"731,399","750,128","777,670","815,418","760,708","777,704","777,670","773,121","830,625",,0.76,0.95,0.53,0.37,0.77,0.57,0.53,0.39,0.42,,"307,000","304,000","308,000","304,500","310,500","316,000","310,000","307,500","304,000","321,000","325,500","333,000","336,500","334,000","335,000","328,500","331,000","332,500","328,000","330,000","1,872","3,514","1,979","3,554","2,723","2,474","2,040","2,543","5,366","4,363","2,961","2,695","7,256","2,511","3,784","2,058","1,493","2,122","1,708","2,568",-384,-636,-955,-191,-651,-577,-549,-300,-962,-644,150,-359,"-4,110",-470,-388,-571,-334,-149,-442,282,25,-399,639,640,-5,"1,039",487,355,-330,"-1,363",-413,-196,"1,284",-279,586,24,-15,248,144,411
모나리자,,"36,571,255",500,가정용품,'012690,"6,420","6,540","6,620","6,550","6,400",37.11,,3.44,19.36,"1,174","1,130","1,180",,278,284,289,329,290,,50,-25,28,,8,4,13,34,29,,41,-18,24,,7,4,10,25,25,,4.22,-2.21,2.35,,2.75,1.53,4.38,10.21,9.85,,5.95,-2.72,3.75,,-0.97,0.97,3.75,7.12,9.62,,18.02,20.14,18.39,,20.69,17.99,18.39,31.37,30.17,,113,-50,66,,19,11,28,67,67,,43.9,-69.9,54.61,,-193.39,224.54,54.61,44.55,33.72,,"1,915","1,765","1,781",,"1,742","1,753","1,781","1,798","1,865",,2.59,1.98,2.04,,1.91,2.2,2.04,3.1,3.14,,"6,420","6,540","6,790","6,810","6,810","6,740","6,770","6,630","6,780","6,490","7,100","5,810","5,780","5,720","5,870","5,880","5,950","6,000","6,010","6,040","908,951","1,372,149","1,792,177","4,475,625","3,984,283","2,520,816","5,181,541","7,913,616","24,446,172","11,688,324","22,224,260","697,322","365,326","583,391","391,375","450,900","463,683","546,776","1,336,716","1,178,043","4,030","-8,144",-355,"-5,002","5,151",656,-171,"-52,613","44,092","3,461","8,833","4,012",-794,-720,"-19,224","-3,961","14,269","-1,820","-2,753",-885,"145,808","70,646","233,463","-17,087","-49,845","303,717","16,157","10,167","13,900","47,844","-93,247","22,443","43,036","-75,623","-25,482","-20,543",-544,"36,050","-84,162","-188,708"
무림페이퍼,,"41,609,310","2,500",종이와목재,'009200,"2,295","2,290","2,320","2,305","2,180",N/A,,0.21,-134,"10,346","11,091","11,237",,"2,832","2,809","2,804","2,692","2,360",,698,"1,241",688,,246,142,76,164,249,,409,615,-68,,133,18,-317,14,146,,6.74,11.19,6.12,,8.67,5.05,2.7,6.09,10.56,,6.71,8.06,-2.17,,8.31,5.19,-2.17,-2.74,-2.62,,196.72,201.74,213.78,,197.21,189.12,213.78,213.16,213.04,,641,833,-231,,224,25,-599,57,230,,3.82,3.39,-10.76,,3.62,4.72,-10.76,-6.47,-6.86,,"9,866","10,793","10,529",,"11,120","11,149","10,529","10,539","10,776",,0.25,0.26,0.24,,0.29,0.24,0.24,0.18,0.18,,"2,295","2,290","2,225","2,115","2,115","2,100","2,055","2,065","1,995","2,055","2,055","2,130","2,145","2,140","2,150","2,100","2,055","2,050","2,060","2,080","165,922","425,318","420,505","68,652","78,351","88,664","37,566","173,138","292,815","66,122","250,375","124,265","81,862","75,439","143,647","116,062","156,064","104,912","57,492","56,638",-39,-63,"-5,398",359,-31,-39,-40,153,-34,-1,-190,-86,-666,-141,"-5,612",-48,-925,"-5,558",-206,-432,"5,233","-23,292","8,147","-1,332",165,"8,825","-5,484","-7,422","-11,076","6,830","-14,183","1,578","2,616","-10,605","16,327","5,310","13,555","10,619","1,155","7,133"
미래산업,,"16,864,368",100,반도체와반도체장비,'025560,"3,105","3,125","3,155","3,095","3,095",N/A,,0.74,17.11,345,345,277,,130,179,-166,49,86,,-95,-114,-57,,-22,-19,8,5,1,,-137,-133,-73,,-21,-16,-12,12,-1,,-27.44,-33.16,-20.49,,-17.11,-10.41,-4.65,10.11,1.2,,-20.43,-24.58,-12.97,,-27.43,-27.79,-13.03,-6.5,-3.1,,39.33,44.23,13.09,,63.04,57.74,13.09,18.61,13.44,,"-1,004",-975,-530,,-150,-120,-82,74,-9,,,,,,-8.24,-8.2,-12.51,-22.7,-35.34,,"4,463","3,482","3,866",,"3,150","3,029","3,866","3,934","4,175",,0.05,0.05,0.03,,2.62,2.66,1.72,1.44,0.95,,"3,105","3,125","3,115","3,040","3,095","3,140","2,870","2,765","2,760","2,955","2,920","3,095","3,135","3,095","3,135","3,120","3,160","3,210","3,215","3,135","139,711","186,579","235,981","143,163","283,295","727,984","162,622","241,044","297,967","121,564","351,492","129,797","129,196","187,860","103,244","166,689","217,862","162,832","857,931","267,773",-1,-5,5,142,1,"1,648",-10,-7,10,-27,-13,-7,-222,"-1,096",-19,-18,"2,956",-97,-91,-126,"19,646","14,147","32,074","-29,647","13,986","60,365","34,373","72,433","-37,798","39,349","-43,545","-33,663","16,167","-17,516","13,222","3,082","-19,266","17,018","-21,048","16,686"
미래에셋대우 1Q,,"645,316,408","5,000",증권,'006800,"9,590","9,300","9,630","9,320","9,310",12.99,11,0.73,8.01,"102,986","133,219","154,310","161,342","46,893","42,720","39,895","24,873","90,840",,"6,278","5,123","7,280","9,135","1,420","2,618","1,715","1,526","1,387","2,775","5,049","4,620","6,642","7,196","1,682","2,194","1,377","1,390","1,071","2,345",6.09,3.85,4.72,5.66,3.03,6.13,4.3,6.14,1.53,,7.19,5.83,7.56,7.54,5.15,5.75,6.35,7.56,6.83,,"1,127.25","1,313.80","1,348.28",,"1,413.40","1,420.94","1,383.04","1,348.28","1,194.72",,740,576,811,879,206,269,168,168,133,266,12.15,11.34,9.31,10.58,14.06,13.64,11.08,9.31,7.14,29.61,"13,002","11,900","13,050","14,584","12,036","12,477","13,002","13,050","13,165",,0.69,0.55,0.58,0.64,0.61,0.66,0.58,0.58,0.4,,"9,590","9,300","9,490","9,360","9,560","9,690","9,320","9,230","8,890","9,270","9,020","9,150","9,480","9,380","9,430","9,490","8,810","8,840","8,960","8,540","2,969,010","4,788,904","4,148,733","3,065,281","3,003,282","5,129,682","2,659,507","3,887,190","5,406,199","3,562,465","5,376,324","3,665,928","4,635,390","4,652,751","8,424,606","9,216,565","5,127,224","6,027,898","6,962,066","6,792,951","451,860","84,922","455,043","35,627","114,075","382,564","270,396","357,546","-24,665","562,637","939,634","-22,760","433,578","-233,513","-290,239","40,140","-124,707","359,009","190,892","384,807","397,559","-1,112,190","134,780","230,951","-218,201","635,266","162,240","830,347","214,907","412,587","724,811","-32,359","-54,090","138,026","-817,368","524,618","-89,118","166,227","-372,738","88,359"
보해양조,,"127,449,373",500,음료,'000890,852,846,864,846,840,N/A,,1.34,-32.4,996,820,760,,197,196,186,187,196,,21,-110,-111,,4,2,-122,-2,8,,107,-279,-147,,5,-2,-158,-,-,,2.08,-13.39,-14.54,,1.88,1.1,-65.41,-1.03,4.01,,11.48,-32.98,-19.66,,-6.86,-7.07,-19.66,-20.39,-19.25,,118.7,188.89,109.06,,121.36,100.51,109.06,95.06,101.13,,112,-289,-131,,5,-2,-126,0,0,,8.75,-6.55,-8.65,,-22.51,-21,-8.65,-5.76,-5.9,,"1,032",719,635,,744,749,635,637,637,,0.95,2.63,1.78,,1.72,1.62,1.78,1.16,1.19,,852,846,818,805,830,833,801,798,792,825,816,875,859,850,864,864,879,869,869,885,"2,025,064","4,583,014","1,211,151","1,536,786","928,537","1,465,333","856,001","1,193,928","2,248,591","1,177,540","3,577,885","8,114,653","1,497,345","1,854,161","921,107","1,704,723","2,010,258","1,030,466","2,179,838","1,082,364",-64,-174,"-7,928","1,008",-189,-91,-84,520,-405,21,-134,-194,"-4,694","-3,310","-3,615",-119,-435,-731,"-104,427",-882,"-281,643","190,521","196,900","-268,910","-4,712","310,194","154,024","85,580","-37,648","182,821","-213,116","-686,623","9,739","-223,215","117,096","-172,233","-12,151","176,903","-228,895","118,131"
삼화콘덴서,,"10,395,000","1,000",전기제품,'001820,"56,100","54,100","56,300","54,300","54,300",30.46,,3.49,91.28,"1,993","2,744","2,545","2,442",614,609,615,606,562,660,220,813,373,298,108,66,13,75,69,86,155,619,298,254,97,55,-2,79,61,75,11.06,29.64,14.65,12.23,17.56,10.84,2.13,12.36,12.33,13.1,25.71,63.52,21.24,15.59,48.48,33.41,21.24,15.48,12.18,,99.58,72.76,39.6,,48.13,35.43,39.6,43.29,35.65,,"1,493","5,945","2,852","2,429",936,523,-24,755,589,,28.84,8.95,18.34,22.27,9.03,11.43,18.34,18.47,28.94,,"6,641","12,321","14,890","16,685","14,568","15,098","14,890","15,085","16,066",,6.48,4.32,3.51,3.24,3.54,3.26,3.51,2.68,3.32,,"56,100","54,100","54,200","54,400","55,600","56,300","55,000","54,000","52,800","56,200","55,700","59,700","61,000","62,200","64,500","63,900","64,800","64,000","61,500","60,200","135,239","81,545","100,207","128,640","101,270","134,174","110,343","182,826","297,340","207,505","260,938","251,327","314,378","359,993","363,274","357,826","731,441","807,460","291,732","261,291",-171,"-3,538","-4,040","-3,878","-2,684","-1,140","-6,126","-1,906",-139,"-4,828",816,"-40,302","-105,258","-22,379","-2,062","2,254","24,806","7,728","18,638","-5,374","2,895","4,190","2,546","-16,641","-3,390","-4,376","5,856",-359,"-24,152","21,034","-7,479","2,085","-8,667","11,894","9,059","-30,982","-17,089",-615,"9,247","-3,349"
상신브레이크,,"21,471,450",500,자동차부품,'041650,"2,440","2,455","2,470","2,450","2,420",N/A,,0.3,14.79,"3,845","3,787","3,919",,"1,025",976,"1,014",876,748,,359,207,157,,52,42,49,14,-19,,241,99,55,,25,-6,30,-64,-31,,9.35,5.47,4,,5.08,4.35,4.86,1.57,-2.59,,14.5,4.91,2.4,,2.71,2.47,2.4,-1.75,-4.72,,132.16,147.48,155.68,,152.26,153.58,155.68,169.26,173.28,,"1,073",382,189,,91,-40,117,-303,-136,,7.08,11.06,18.58,,18.85,20.22,18.58,-17.87,-6.28,,"8,587","8,669","8,788",,"8,848","8,858","8,788","8,359","8,140",,0.89,0.49,0.4,,0.46,0.45,0.4,0.29,0.28,,"2,440","2,455","2,440","2,410","2,415","2,405","2,355","2,345","2,330","2,425","2,410","2,640","2,630","2,675","2,705","2,700","2,600","2,550","2,560","2,580","34,318","74,782","79,676","33,513","27,895","27,617","21,560","53,255","103,749","69,517","186,740","96,457","223,465","140,492","127,275","330,520","156,457","148,342","270,000","158,869","-5,506","-18,445","-5,399",173,"-2,305",-21,"-3,937","-10,300","-10,241","-11,975","-5,881","-17,047","-118,516","-66,532","-17,976","-22,823","-11,993","-26,150","-12,087","-12,145","-6,751","1,011","1,312","-5,934","-5,339","-3,842","-4,940",-875,"-12,974","4,446","-3,975","17,754","40,377","13,594","-26,429","41,424","-6,862","10,186","-13,552","2,754"
서울가스,,"5,000,000","5,000",가스유틸리티,'017390,"68,000","67,900","69,500","67,600","67,500",15.65,,0.27,11.4,"13,504","13,890","13,610",,"2,208","1,533","4,150","5,404","2,228",,101,43,105,,11,-128,42,196,-23,,366,418,295,,119,-46,34,197,36,,0.75,0.31,0.77,,0.5,-8.36,1.02,3.62,-1.04,,4.04,4.46,3.06,,4.64,4.57,3.06,3.14,2.23,,68.66,44.45,63.61,,40.91,38.84,63.61,70.28,47.99,,"7,265","8,276","5,836",,"2,372",-931,653,"3,969",654,,12.98,10.32,12.1,,8.75,7.77,12.1,10.11,15.86,,"234,861","242,938","248,169",,"249,241","248,186","248,169","251,517","252,383",,0.4,0.35,0.28,,0.31,0.27,0.28,0.24,0.27,,"68,000","67,900","66,600","66,400","66,400","67,900","68,000","68,300","68,000","67,500","67,400","68,000","68,300","67,400","66,700","66,700","66,500","65,800","65,700","66,000",248,"2,043",621,777,"3,158",290,455,230,532,459,220,341,745,"1,052",759,542,395,162,368,160,-3,-29,-160,-59,"-2,547",-148,32,63,-40,-54,-7,-106,-122,-61,-579,-205,-23,-69,-129,-88,-24,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성안,,"56,857,860",500,"섬유,의류,신발,호화품",'011300,408,393,470,407,396,N/A,,0.39,23.84,"2,031","2,202","2,169",,552,496,498,549,171,,-50,-107,-130,,3,-31,-98,8,-74,,-87,-130,-162,,4,-37,-117,10,-103,,-2.44,-4.85,-6.01,,0.6,-6.25,-19.7,1.47,-43.4,,-11.56,-12.64,-16.49,,-12.53,-9.06,-16.49,-14.08,-27.74,,172.23,223.14,292.78,,230.93,241,292.78,282.64,312.19,,-157,-179,-203,,3,-54,-140,17,-144,,-4.03,-3.54,-3.26,,-3.27,-3.8,-3.26,-2.05,-1.35,,"1,560","1,376","1,171",,"1,351","1,317","1,171","1,203","1,050",,0.41,0.46,0.56,,0.42,0.35,0.56,0.3,0.41,,408,393,388,395,397,398,392,391,385,407,390,420,420,413,411,409,419,422,424,410,"3,184,890","493,591","103,724","57,895","59,651","52,264","31,987","85,020","339,714","181,202","658,572","110,545","112,282","54,439","103,850","81,281","31,762","137,611","332,791","170,984","-2,632","1,670",843,463,-45,-25,-19,-14,-15,"1,795",-28,-44,-720,-99,-81,8,-82,-68,-218,-363,"-26,645","7,670","-6,707","-12,273","-4,846","-1,218","-4,413","-6,945","-12,754","-8,328","-16,776","-10,850","4,361","-9,631","-9,143","-1,616","-9,970",478,"-11,510",-778
